"nces_cd","name","locale","district_size","num_schools","num_students","frl_percent","address","city","zip","county","postal_cd","latitude","longitude","exclude_from_analysis","ia_bandwidth_per_student","meeting_2014_goal_no_oversub","meeting_2018_goal_oversub","monthly_ia_cost_per_mbps","total_ia_bw_mbps","total_ia_monthly_cost","gt_1g_wan_lines","lt_1g_fiber_wan_lines","lt_1g_nonfiber_wan_lines","meeting_2014_goal_no_oversub_fcc_25","meeting_2018_goal_oversub_fcc_25","meeting_goals_district","exclude","not_all_scalable","new_connect_type_goals","c1_discount_rate","zero_build_cost_to_district","n_schools_wan_needs","n_schools_in_wan_needs_calculation","schools_on_fiber","schools_may_need_upgrades","schools_need_upgrades"
600037,"FERNDALE UNF","Rural","Small",2,515,0.386407767,"1231 MAIN ST","FERNDALE",95536,"HUMBOLDT COUNTY","CA",40.584762,-124.259664,TRUE,388.35,"Meeting Goal","Not Meeting 2018 Goals",35.67,200.00025,7134.008918,0,0,2,TRUE,FALSE,1,"Dirty",0,"Fiber",70,0,0,0,2,0,0
500047,"TRUMANN SCHOOL DISTRICT","Small Town","Small",4,1569,0.727852135,"221 PINE AVE","TRUMANN",72472,"POINSETT COUNTY","AR",35.673397,-90.517506,FALSE,127.47,"Meeting Goal","Not Meeting 2018 Goals",19,200.00043,3800.00817,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,0,0,2.66666666666667,1.33333333333333,0
600038,"MATTOLE UNF","Rural","Small",3,59,0.15,"29289 CHAMBERS RD","PETROLIA",95558,"HUMBOLDT COUNTY","CA",40.321704,-124.285548,TRUE,3542.37,"Meeting Goal","Meeting 2018 Goals",38.59833333,208.99983,8067.045105,0,0,0,TRUE,TRUE,1,"Dirty",0,"Fiber",80,1,0,0,3,0,0
500048,"EAST POINSETT CO. SCHOOL DIST.","Rural","Small",3,709,0.761723701,"502 MCCLELLAN ST","LEPANTO",72354,"POINSETT COUNTY","AR",35.609432,-90.34035,FALSE,105.78,"Meeting Goal","Not Meeting 2018 Goals",17.16666667,74.99802,1287.46601,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,3,0,0
100185,"SARALAND CITY","Suburban","Small",3,2515,0.511480602,"943 HWY 43 SOUTH","SARALAND",36571,"MOBILE COUNTY","AL",30.801135,-88.072053,FALSE,159.05,"Meeting Goal","Not Meeting 2018 Goals",6.938333333,400.01075,2775.40792,3,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,3,0,0
400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT","Small Town","Small",3,2157,0.60407974,"5221 HWY 95","FORT MOHAVE",86426,"MOHAVE COUNTY","AZ",35.0048,-114.598521,FALSE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,2,0,FALSE,FALSE,0,"Clean",1,"Other / Uncategorized",80,1,0,0,2,1,0
600039,"DELHI UNF","Suburban","Medium",6,2720,0.904411765,"9716 HINTON AVE","DELHI",95315,"MERCED COUNTY","CA",37.429774,-120.778966,FALSE,110.29,"Meeting Goal","Not Meeting 2018 Goals",13.10333333,299.9888,3930.853243,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,6,0,0
500049,"DEQUEEN SCHOOL DISTRICT","Rural","Medium",6,2413,0.736842105,"101 NORTH NINTH ST","DE QUEEN",71832,"SEVIER COUNTY","AR",34.036704,-94.347444,FALSE,207.21,"Meeting Goal","Not Meeting 2018 Goals",9,499.99773,4499.97957,10,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,6,0,0
600040,"RIVERDALE JOINT UNF","Small Town","Small",5,1568,0.847576531,"3160 WEST MT. WHITNEY AVE","RIVERDALE",93656,"FRESNO COUNTY","CA",36.43128,-119.856841,FALSE,63.78,"Not Meeting Goal","Not Meeting 2018 Goals",58.36333333,100.00704,5836.744211,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",80,1,0,0,1.25,3.75,0
500051,"PALESTINE-WHEATLEY SCH. DIST.","Rural","Small",3,671,0.987161198,"7950 HWY 70 WEST","PALESTINE",72372,"ST. FRANCIS COUNTY","AR",34.968992,-90.905314,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,2,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",90,1,0,0,2,1,0
600042,"WARNER UNF","Rural","Small",3,186,0.854609929,"30951 HWY 79","WARNER SPRINGS",92086,"SAN DIEGO COUNTY","CA",33.275357,-116.642762,FALSE,241.94,"Meeting Goal","Not Meeting 2018 Goals",23.94666667,45.00084,1077.620115,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,3,0,0
600043,"SCOTTS VALLEY UNF","Suburban","Small",4,2476,0.146203554,"4444 SCOTTS VALLEY DR","SCOTTS VALLEY",95066,"SANTA CRUZ COUNTY","CA",37.04674,-122.018021,FALSE,40.39,"Not Meeting Goal","Not Meeting 2018 Goals",24.61583333,100.00564,2461.722167,0,6,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,0,0,4,0,0
600044,"HEALDSBURG UNF","Suburban","Small",4,1639,0.565024903,"1028 PRINCE ST","HEALDSBURG",95448,"SONOMA COUNTY","CA",38.62346,-122.866011,FALSE,115.92,"Meeting Goal","Not Meeting 2018 Goals",16.20916667,189.99288,3079.626257,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,4,0,0
100210,"AUBURN CITY","Urban","Medium",11,7369,0.292778227,"855 EAST SAMFORD AVE","AUBURN",36830,"LEE COUNTY","AL",32.598863,-85.464078,FALSE,135.7,"Meeting Goal","Not Meeting 2018 Goals",5.738333333,999.9733,5738.18012,10,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,0,0,11,0,0
600045,"ORLAND JOINT UNF","Small Town","Medium",6,2163,0.691987031,"1320 SIXTH ST","ORLAND",95963,"GLENN COUNTY","CA",39.73802,-122.197761,FALSE,416.09,"Meeting Goal","Not Meeting 2018 Goals",3.281666667,900.00267,2953.508762,0,6,1,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,6,0,0
100240,"AUTAUGA COUNTY","Rural","Medium",15,9717,0.445919522,"153 WEST 4TH ST","PRATTVILLE",36067,"AUTAUGA COUNTY","AL",32.46275,-86.474211,FALSE,82.33,"Not Meeting Goal","Not Meeting 2018 Goals",6.471666667,800.00061,5177.337281,14,1,0,FALSE,FALSE,0,"Clean",0,"Fiber",60,0,0,0,15,0,0
600046,"GONZALES UNF","Small Town","Small",4,2443,0.819074908,"600 ELKO ST","GONZALES",93926,"MONTEREY COUNTY","CA",36.511169,-121.442932,FALSE,409.33,"Meeting Goal","Not Meeting 2018 Goals",3.496666667,999.99319,3496.642854,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,0,0,1,3,0
100270,"BALDWIN COUNTY","Rural","Large",47,28910,0.427311245,"2600A NORTH HAND AVE","BAY MINETTE",36507,"BALDWIN COUNTY","AL",30.910812,-87.787159,FALSE,139.05,"Meeting Goal","Not Meeting 2018 Goals",9.266666667,4019.9355,37251.4023,7,35,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,47,0,0
100300,"BARBOUR COUNTY","Rural","Small",4,1002,0.900369004,"100 COURTHOUSE COURTSQUARE","CLAYTON",36016,"BARBOUR COUNTY","AL",31.8781,-85.4498,FALSE,199.6,"Meeting Goal","Not Meeting 2018 Goals",11.88333333,199.9992,2376.65716,0,1,6,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,0,0,2,2,0
100330,"BESSEMER CITY","Suburban","Medium",9,4050,0.88913471,"1621 5TH AVE NORTH","BESSEMER",35021,"JEFFERSON COUNTY","AL",33.400666,-86.958012,FALSE,123.46,"Meeting Goal","Not Meeting 2018 Goals",7.19,500.013,3595.09347,0,10,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,9,0,0
600047,"TRACY JOINT UNF","Suburban","Large",20,16118,0.445952162,"1875 WEST LOWELL AVE","TRACY",95376,"SAN JOAQUIN COUNTY","CA",37.747189,-121.452625,FALSE,620.42,"Meeting Goal","Meeting 2018 Goals",1.418333333,9999.92956,14183.23343,36,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",60,0,0,0,20,0,0
100360,"BIBB COUNTY","Small Town","Medium",10,3471,0.655539568,"157 SW DAVIDSON DR","CENTREVILLE",35042,"BIBB COUNTY","AL",32.946094,-87.136177,TRUE,115.24,"Meeting Goal","Not Meeting 2018 Goals",9.09,399.99804,3635.982184,7,0,0,TRUE,FALSE,1,"Dirty",1,"Fiber",80,1,0,0,8.88888888888889,1.11111111111111,0
600048,"PASO ROBLES JOINT UNF","Urban","Medium",13,6601,0.483411604,"800 NIBLICK RD","PASO ROBLES",93446,"SAN LUIS OBISPO COUNTY","CA",35.61497,-120.671721,FALSE,151.49,"Meeting Goal","Not Meeting 2018 Goals",3.3125,999.98549,3312.451936,12,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,13,0,0
100390,"BIRMINGHAM CITY","Urban","Mega",83,24698,0.875816733,"2015 PARK PLACE","BIRMINGHAM",35203,"JEFFERSON COUNTY","AL",33.519952,-86.809091,FALSE,121.47,"Meeting Goal","Not Meeting 2018 Goals",4.295,3000.06606,12885.28373,64,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,0,0,72.9054054054054,10.0945945945946,0
600049,"COAST UNF","Rural","Small",5,762,0.601839685,"1350 MAIN ST","CAMBRIA",93428,"SAN LUIS OBISPO COUNTY","CA",35.56206,-121.089761,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,5,0,0,FALSE,FALSE,0,"Dirty",0,"Other / Uncategorized",80,1,0,0,5,0,0
500065,"LAFAYETTE COUNTY SCHOOL DISTRICT","Rural","Small",2,704,0.816920943,"712 CHESTNUT ST","LEWISVILLE",71845,"LAFAYETTE COUNTY","AR",33.361391,-93.578544,FALSE,215.91,"Meeting Goal","Not Meeting 2018 Goals",18.46333333,152.00064,2806.438483,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,2,0,0
600051,"GRIDLEY UNF","Small Town","Medium",7,2111,0.670459934,"429 MAGNOLIA ST","GRIDLEY",95948,"BUTTE COUNTY","CA",39.363148,-121.691596,FALSE,948.13,"Meeting Goal","Meeting 2018 Goals",1.954166667,2001.50243,3911.269332,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",80,1,0,0,7,0,0
500067,"CLEVELAND COUNTY SCHOOL DIST.","Rural","Small",3,850,0.563529412,"700 MAIN ST","RISON",71665,"CLEVELAND COUNTY","AR",33.955705,-92.188573,FALSE,235.29,"Meeting Goal","Not Meeting 2018 Goals",17.5,199.9965,3499.93875,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,3,0,0
801920,"ACADEMY, SCHOOL DISTRICT NO. 20, IN THE COUNTY OF EL PASO AN","Urban","Large",28,20064,0.125532626,"1110 CHAPEL HILLS DR","COLORADO SPRINGS",80920,"EL PASO COUNTY","CO",38.95385,-104.790531,FALSE,99.68,"Not Meeting Goal","Not Meeting 2018 Goals",2.999166667,1999.97952,5998.27191,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,0,0,28,0,0
600052,"EUREKA CITY SCHOOLS","Small Town","Medium",8,3582,0.599106644,"2100 J ST","EUREKA",95501,"HUMBOLDT COUNTY","CA",40.788636,-124.159022,FALSE,279.17,"Meeting Goal","Not Meeting 2018 Goals",4.235833333,999.98694,4235.778013,8,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,8,0,0
100420,"BLOUNT COUNTY","Rural","Large",17,8341,0.553410862,"204 2ND AVE EAST","ONEONTA",35121,"BLOUNT COUNTY","AL",33.945634,-86.476512,FALSE,95.91,"Not Meeting Goal","Not Meeting 2018 Goals",11.61833333,799.98531,9294.495993,0,13,0,FALSE,FALSE,0,"Clean",1,"Fiber",80,1,0,0,15.8666666666667,1.13333333333333,0
801950,"SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO","Suburban","Medium",11,6931,0.821066667,"5291 EAST 60TH AVE","COMMERCE CITY",80022,"ADAMS COUNTY","CO",39.80676,-104.927981,FALSE,72.14,"Not Meeting Goal","Not Meeting 2018 Goals",5.725833333,500.00234,2862.930065,15,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,0,0,11,0,0
801980,"AGATE SCHOOL DISTRICT NO. 300","Rural","Tiny",1,10,0.7,"41032 2ND AVE","AGATE",80101,"ELBERT COUNTY","CO",39.46277,-103.941201,FALSE,2000,"Meeting Goal","Meeting 2018 Goals",15.6,20,312,0,0,0,FALSE,FALSE,1,"Clean",1,"DSL",80,1,0,0,0,0,1
100450,"BREWTON CITY","Small Town","Small",3,1155,0.450946644,"811 BELLEVILLE AVE","BREWTON",36426,"ESCAMBIA COUNTY","AL",31.11784,-87.073511,FALSE,259.74,"Meeting Goal","Not Meeting 2018 Goals",16.08833333,299.9997,4826.495174,0,1,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,3,0,0
500068,"EMERSON-TAYLOR SCHOOL DISTRICT","Rural","Small",4,625,0.4464,"508 WEST MAIN","EMERSON",71740,"COLUMBIA COUNTY","AR",33.09787,-93.199661,TRUE,960,"Meeting Goal","Not Meeting 2018 Goals",1.125,600,675,0,0,0,TRUE,FALSE,1,"Dirty",0,"Fiber",80,1,0,0,4,0,0
802010,"AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6","Rural","Small",2,85,0.701030928,"420 NORTH BALSAM","AGUILAR",81020,"LAS ANIMAS COUNTY","CO",37.405863,-104.653519,FALSE,941.18,"Meeting Goal","Not Meeting 2018 Goals",11.325,80.0003,906.0033975,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,2,0,0
100480,"BULLOCK COUNTY","Small Town","Small",5,1493,0.87992126,"108 HARDAWAY AVE WEST","UNION SPRINGS",36089,"BULLOCK COUNTY","AL",32.144569,-85.716312,FALSE,267.92,"Meeting Goal","Not Meeting 2018 Goals",15.5425,400.00456,6217.070874,4,4,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,5,0,0
500070,"CEDAR RIDGE SCHOOL DISTRICT","Rural","Small",3,828,0.678743961,"1502 NORTH HILL ST","NEWARK",72562,"INDEPENDENCE COUNTY","AR",35.72302,-91.446081,FALSE,132.85,"Meeting Goal","Not Meeting 2018 Goals",14.86333333,109.9998,1634.963694,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,0,0,2,1,0
600060,"HUGHSON UNF","Suburban","Medium",7,2180,0.544577206,"6815 HUGHSON AVE","HUGHSON",95326,"STANISLAUS COUNTY","CA",37.59685,-120.867598,FALSE,458.72,"Meeting Goal","Not Meeting 2018 Goals",4.116666667,1000.0096,4116.706187,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,7,0,0
802040,"AKRON SCHOOL DISTRICT NO. R-1","Rural","Small",2,341,0.460451977,"600 ELM AVE","AKRON",80720,"WASHINGTON COUNTY","CO",40.164226,-103.205948,FALSE,205.28,"Meeting Goal","Not Meeting 2018 Goals",32.06,70.00048,2244.215389,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
100510,"BUTLER COUNTY","Small Town","Medium",7,3155,0.795069337,"215 ADMINISTRATIVE DR","GREENVILLE",36037,"BUTLER COUNTY","AL",31.83125,-86.639771,FALSE,443.74,"Meeting Goal","Not Meeting 2018 Goals",3.205833333,1399.9997,4488.165705,0,5,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,7,0,0
500071,"HILLCREST SCHOOL DISTRICT","Rural","Small",2,362,0.674876847,"146 SOUTH MAIN ST","STRAWBERRY",72469,"LAWRENCE COUNTY","AR",35.96507,-91.321374,FALSE,138.12,"Meeting Goal","Not Meeting 2018 Goals",70.90083333,49.99944,3545.001962,0,1,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
600061,"RIVERBANK UNF","Suburban","Small",5,2307,0.779015451,"6715 SEVENTH ST","RIVERBANK",95367,"STANISLAUS COUNTY","CA",37.736176,-120.929025,FALSE,433.46,"Meeting Goal","Not Meeting 2018 Goals",2.3425,999.99222,2342.481775,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,5,0,0
802070,"ALAMOSA SCHOOL DISTRICT, NO. RE-11J","Small Town","Small",4,2072,0.745173745,"209 VICTORIA AVE","ALAMOSA",81101,"ALAMOSA COUNTY","CO",37.474093,-105.888102,FALSE,48.26,"Not Meeting Goal","Not Meeting 2018 Goals",23.5,99.99472,2349.87592,0,2,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,0,0,4,0,0
100540,"CALHOUN COUNTY","Rural","Large",19,9204,0.588387097,"4400 MCCLELLAN BLVD","ANNISTON",36202,"CALHOUN COUNTY","AL",33.699505,-85.823863,FALSE,108.65,"Meeting Goal","Not Meeting 2018 Goals",7.524166667,1000.0146,7524.27652,0,8,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,0,0,9.5,9.5,0
500072,"DEER/MT. JUDEA SCHOOL DISTRICT","Rural","Small",4,366,0.775862069,"HWY 16","DEER",72628,"NEWTON COUNTY","AR",35.815363,-93.511408,FALSE,655.74,"Meeting Goal","Not Meeting 2018 Goals",13.68,240.00084,3283.211491,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,0,0,2,0,2
600062,"OAKDALE JOINT UNF","Suburban","Medium",8,5213,0.433844407,"168 SOUTH THIRD AVE","OAKDALE",95361,"STANISLAUS COUNTY","CA",37.7652,-120.847531,TRUE,19.18,"Not Meeting Goal","Not Meeting 2018 Goals",19.50083333,99.98534,1949.797451,7,0,0,FALSE,FALSE,0,"Dirty",0,"Other / Uncategorized",60,0,0,0,8,0,0
802130,"SOUTH CONEJOS SCHOOL DISTRICT NO. RE10","Rural","Small",3,208,0.764423077,"620 PINE ST","ANTONITO",81120,"CONEJOS COUNTY","CO",37.077251,-106.011278,FALSE,480.77,"Meeting Goal","Not Meeting 2018 Goals",12.95,100.00016,1295.002072,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",90,1,0,0,0,3,0
500073,"OUACHITA RIVER SCHOOL DISTRICT","Rural","Small",4,701,0.709592641,"143 POLK RD 96","MENA",71953,"POLK COUNTY","AR",34.637634,-94.207902,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",80,1,0,0,0,4,0
100600,"CHAMBERS COUNTY","Small Town","Medium",11,3805,0.688511951,"1298 VOCATIONAL DR","LAFAYETTE",36862,"CHAMBERS COUNTY","AL",32.890534,-85.38142,FALSE,105.12,"Meeting Goal","Not Meeting 2018 Goals",6.4675,399.9816,2586.880998,13,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,11,0,0
600063,"WATERFORD UNF","Small Town","Medium",6,1737,0.598268171,"219 NORTH REINWAY AVE BLDG.","WATERFORD",95386,"STANISLAUS COUNTY","CA",37.64007,-120.774231,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,2,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",90,1,0,0,3,3,0
802190,"ARCHULETA COUNTY SCHOOL DISTRICT NO. 50 JT","Rural","Small",4,1371,0.533187454,"800 B SOUTH 8TH ST","PAGOSA SPRINGS",81147,"ARCHULETA COUNTY","CO",37.247918,-107.077286,FALSE,134.94,"Meeting Goal","Not Meeting 2018 Goals",11.82166667,185.00274,2187.040725,4,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,4,0,0
600064,"PORTERVILLE UNF","Urban","Large",20,13045,0.82739429,"600 WEST GRAND AVE","PORTERVILLE",93257,"TULARE COUNTY","CA",36.076889,-119.030577,FALSE,191.64,"Meeting Goal","Not Meeting 2018 Goals",4.0475,2499.9438,10118.52253,21,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,20,0,0
600065,"DINUBA UNF","Small Town","Medium",10,6241,0.325268386,"1327 EAST EL MONTE WAY","DINUBA",93618,"TULARE COUNTY","CA",36.54593,-119.380961,FALSE,160.23,"Meeting Goal","Not Meeting 2018 Goals",6.888333333,999.99543,6888.301854,9,0,4,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,10,0,0
100630,"CHEROKEE COUNTY","Rural","Medium",8,4063,0.645403832,"130 EAST MAIN ST","CENTRE",35960,"CHEROKEE COUNTY","AL",34.151754,-85.678418,FALSE,196.9,"Meeting Goal","Not Meeting 2018 Goals",8.1,800.0047,6480.03807,8,1,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,8,0,0
500076,"OZARK MOUNTAIN SCHOOL DISTRICT","Rural","Medium",6,635,0.788976378,"250 SOUTH HWY 65","ST JOE",72675,"SEARCY COUNTY","AR",36.028979,-92.798902,FALSE,472.44,"Meeting Goal","Not Meeting 2018 Goals",14.65333333,299.9994,4395.991208,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,6,0,0
100660,"CHILTON COUNTY","Rural","Medium",13,7573,0.651702988,"1705 LAY DAM RD","CLANTON",35045,"CHILTON COUNTY","AL",32.869825,-86.621871,FALSE,132.05,"Meeting Goal","Not Meeting 2018 Goals",9.3775,1000.01465,9377.63738,0,13,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,13,0,0
802220,"ARICKAREE SCHOOL DISTRICT NO. R-2","Rural","Small",2,103,0.398148148,"12155 COUNTY RD NN","ANTON",80801,"WASHINGTON COUNTY","CO",39.745733,-103.028725,TRUE,3883.5,"Meeting Goal","Meeting 2018 Goals",0.5525,400.0005,221.0002763,1,1,0,TRUE,TRUE,1,"Dirty",0,"Fiber",80,1,0,0,2,0,0
600067,"CARUTHERS UNF","Rural","Small",3,1347,0.846325167,"1 TILLER AVE","CARUTHERS",93609,"FRESNO COUNTY","CA",36.537673,-119.82944,TRUE,76.47,"Not Meeting Goal","Not Meeting 2018 Goals",29.355,103.00509,3023.714417,0,0,0,FALSE,FALSE,0,"Dirty",1,"Fiber",90,1,0,0,1.5,0,1.5
100690,"CHOCTAW COUNTY","Rural","Small",5,1704,0.823358512,"107 TOM ORR DR","BUTLER",36904,"CHOCTAW COUNTY","AL",32.07969,-88.233074,FALSE,234.74,"Meeting Goal","Not Meeting 2018 Goals",14.40166667,399.99696,5760.622886,5,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,5,0,0
500079,"TWO RIVERS SCHOOL DISTRICT","Rural","Small",3,807,0.807909605,"600 MAIN ST","PLAINVIEW",72857,"YELL COUNTY","AR",34.9883,-93.300801,FALSE,495.66,"Meeting Goal","Not Meeting 2018 Goals",1.008333333,399.99762,403.3309335,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,3,0,0
802260,"ARRIBA-FLAGLER CONSOLIDATED SCHOOL DISTRICT NO. 20","Rural","Small",3,148,0.443181818,"421 JULIAN ST","FLAGLER",80815,"KIT CARSON COUNTY","CO",39.29345,-103.072391,FALSE,2702.7,"Meeting Goal","Meeting 2018 Goals",0.5525,399.9996,220.999779,1,1,0,TRUE,TRUE,1,"Clean",0,"Fiber",80,1,0,0,3,0,0
600068,"GOLDEN VALLEY UNF","Small Town","Medium",9,1967,0.400610066,"37479 AVE 12","MADERA",93636,"MADERA COUNTY","CA",36.92355,-119.867321,FALSE,1.53,"Not Meeting Goal","Not Meeting 2018 Goals",379.3716667,3.00951,1141.722825,0,0,0,FALSE,FALSE,0,"Clean",0,"Copper",50,0,0,0,9,0,0
802280,"ASPEN SCHOOL DISTRICT NO. 1, IN THE COUNTY OF PITKIN AND STA","Rural","Small",3,1556,0.073264781,"0235 HIGH SCHOOL RD","ASPEN",81611,"PITKIN COUNTY","CO",39.191191,-106.847627,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",50,0,0,0,0,3,0
600069,"VALLEY CENTER-PAUMA UNF","Rural","Medium",9,4145,0.512907117,"28751 COLE GRADE RD","VALLEY CENTER",92082,"SAN DIEGO COUNTY","CA",33.236014,-117.023887,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,1,10,0,FALSE,FALSE,0,"Dirty",0,"Other / Uncategorized",80,1,0,0,9,0,0
500082,"LAWRENCE COUNTY SCHOOL DISTRICT","Small Town","Small",4,1125,0.635373009,"508 EAST FREE ST","WALNUT RIDGE",72476,"LAWRENCE COUNTY","AR",36.063811,-90.957687,FALSE,88.89,"Not Meeting Goal","Not Meeting 2018 Goals",24.50083333,100.00125,2450.113959,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",80,1,0,0,4,0,0
100720,"CLARKE COUNTY","Rural","Medium",8,3164,0.746277916,"1055 COBB ST","GROVE HILL",36451,"CLARKE COUNTY","AL",31.709984,-87.77506,FALSE,126.42,"Meeting Goal","Not Meeting 2018 Goals",11.29166667,399.99288,4516.58627,0,7,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,0,0,8,0,0
100750,"CLAY COUNTY","Rural","Medium",8,2047,0.642857143,"62 COURT SQUARE","ASHLAND",36251,"CLAY COUNTY","AL",33.274494,-85.835245,FALSE,195.41,"Meeting Goal","Not Meeting 2018 Goals",7,400.00427,2800.02989,6,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,8,0,0
100780,"CLEBURNE COUNTY","Rural","Medium",8,2610,0.607129456,"93 EDUCATION ST","HEFLIN",36264,"CLEBURNE COUNTY","AL",33.645771,-85.575282,FALSE,191.57,"Meeting Goal","Not Meeting 2018 Goals",7.921666667,499.9977,3960.815114,0,5,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,0,0,6.85714285714286,1.14285714285714,0
802310,"WELD COUNTY SCHOOL DISTRICT NO. RE-9","Rural","Small",3,770,0.498701299,"210 WEST 1ST ST","AULT",80610,"WELD COUNTY","CO",40.58215,-104.732571,FALSE,207.79,"Meeting Goal","Not Meeting 2018 Goals",5.9375,159.9983,949.9899063,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,3,0,0
100810,"COFFEE COUNTY","Rural","Small",4,1968,0.565503288,"400 REDDOCH HILL RD","ELBA",36323,"COFFEE COUNTY","AL",31.41002,-86.055831,FALSE,203.25,"Meeting Goal","Not Meeting 2018 Goals",7.928333333,399.996,3171.30162,0,4,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,4,0,0
100840,"COLBERT COUNTY","Rural","Medium",9,2678,0.676417479,"1101 HWY 72 EAST","TUSCUMBIA",35674,"COLBERT COUNTY","AL",34.716223,-87.687912,FALSE,186.71,"Meeting Goal","Not Meeting 2018 Goals",4.355,500.00938,2177.54085,4,1,1,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,0,0,6,2,1
802340,"AURORA, JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A","Urban","Large",50,34514,0.678228764,"15701 EAST 1ST AVE","AURORA",80011,"ARAPAHOE COUNTY","CO",39.71961,-104.805811,TRUE,289.74,"Meeting Goal","Not Meeting 2018 Goals",0.669166667,10000.08636,6691.724456,49,0,0,TRUE,FALSE,1,"Dirty",0,"Fiber",80,1,0,0,50,0,0
