esh_id,id,MEMBER,TOTET
889003,21564,572,572
909736,39154,572,572
,568,572,572
889004,21671,572,572
953733,75675,572,572
889008,21970,572,572
917350,39834,572,572
953878,76297,572,572
953916,76474,572,572
,12465,571,571
,4039,571,571
954018,77092,571,571
,7699,571,571
959625,78303,571,571
,12682,571,571
983245,97069,571,571
962283,79239,571,571
889029,23001,571,571
889030,23182,571,571
889031,23297,571,571
967110,80853,571,571
967121,80939,571,571
967140,81056,571,571
969005,83351,571,571
969011,83478,571,571
969051,83685,571,571
911329,43544,571,571
975650,94862,571,571
975618,94414,571,571
969491,86830,571,571
969294,85361,571,571
889881,24601,571,571
984018,99356,571,571
984003,99254,571,571
,8261,571,571
889902,25017,571,571
889904,25105,571,571
969599,87789,571,571
975655,94883,571,571
983034,95597,571,571
919860,46194,571,571
983245,97050,571,571
919705,45420,571,571
,4209,571,571
969802,89114,571,571
969866,89535,571,571
984043,99502,571,571
,8255,571,571
972200,91844,571,571
972208,92005,571,571
,92688,571,571
893740,26603,571,571
922732,49211,571,571
922784,49585,571,571
,8753,571,571
895422,27134,571,571
895422,27137,571,571
975631,94583,571,571
924517,52792,571,571
,4442,571,571
,4459,571,571
901093,29563,571,571
901105,29591,571,571
,29611,571,571
936141,55053,571,571
,4484,571,571
,16390,571,571
943383,55415,571,571
937609,56262,571,571
940944,56507,571,571
941427,57940,571,571
,17100,571,571
,58558,571,571
,9956,571,571
901726,31616,571,571
,6542,571,571
,17649,571,571
,60588,571,571
,61180,571,571
983768,97557,571,571
,61592,571,571
,6674,571,571
902090,33017,571,571
,62822,571,571
946630,63454,571,571
,10534,571,571
946814,64192,571,571
946844,64305,571,571
946941,64684,571,571
894251,34449,571,571
929547,65820,571,571
889837,24268,571,571
929565,66208,571,571
929565,66234,571,571
929581,66587,571,571
,1127,571,571
929605,67014,571,571
903652,36440,571,571
888980,20062,571,571
949917,70415,571,571
,7254,571,571
,7342,571,571
904569,38280,571,571
951511,72760,571,571
951738,73354,571,571
952149,73730,571,571
909731,39040,571,571
909736,39148,571,571
909739,39220,571,571
,7548,571,571
969357,85955,571,571
889017,22297,570,570
954018,77093,570,570
954024,77199,570,570
954074,77447,570,570
,77606,570,570
,12573,570,570
954191,77880,570,570
959587,78132,570,570
959631,78375,570,570
889029,22940,570,570
962278,79179,570,570
,1083,570,570
,47,570,570
962315,79537,570,570
889993,26246,570,570
967074,80557,570,570
911101,42541,570,570
889037,23826,570,570
968680,82258,570,570
969208,84538,570,570
,8125,570,570
969283,85316,570,570
969293,85342,570,570
969314,85591,570,570
,1541,570,570
919631,44899,570,570
,101472,570,570
,13592,570,570
969491,86812,570,570
969740,88705,570,570
969980,90195,570,570
970047,90542,570,570
,14205,570,570
972094,91572,570,570
,14397,570,570
972226,92290,570,570
972242,92476,570,570
983765,97540,570,570
890022,26442,570,570
975549,93790,570,570
893740,26686,570,570
969672,88303,570,570
926628,50327,570,570
926723,50941,570,570
,8938,570,570
,102641,570,570
984007,99324,570,570
900953,28364,570,570
,53483,570,570
967144,81129,570,570
943404,55903,570,570
975518,93400,570,570
901370,30436,570,570
,16773,570,570
,30585,570,570
901610,31209,570,570
941551,58459,570,570
941551,58463,570,570
,14112,570,570
942882,59466,570,570
,6527,570,570
942918,59715,570,570
982928,95105,570,570
942957,59926,570,570
,17647,570,570
,60791,570,570
,61162,570,570
969367,86148,570,570
,18106,570,570
946299,62332,570,570
902146,33301,570,570
902190,33539,570,570
902190,33553,570,570
946540,63115,570,570
,18530,570,570
,18617,570,570
946887,64481,570,570
946961,64771,570,570
,18977,570,570
,628,570,570
929587,66706,570,570
886854,19303,570,570
,11378,570,570
949649,69269,570,570
904417,36929,570,570
888980,20233,570,570
949907,70390,570,570
949924,70457,570,570
904440,37112,570,570
904450,37160,570,570
,7248,570,570
,7252,570,570
,5052,570,570
950189,71254,570,570
904503,37799,570,570
,7345,570,570
,11867,570,570
969931,89818,570,570
952105,73634,570,570
,12029,570,570
952159,73820,570,570
889004,21585,570,570
952340,74812,570,570
889004,21720,570,570
909770,39733,570,570
953780,75911,570,570
953841,76127,570,570
889017,22309,569,569
954018,76947,569,569
915444,40520,569,569
954050,77361,569,569
954111,77580,569,569
915450,41026,569,569
915459,41383,569,569
,102185,569,569
889029,23021,569,569
,12803,569,569
915464,41761,569,569
889030,23259,569,569
983270,97250,569,569
967155,81214,569,569
911207,42984,569,569
920016,46988,569,569
911321,43500,569,569
969247,84926,569,569
969265,85238,569,569
969413,86446,569,569
,13639,569,569
969197,84463,569,569
969549,87457,569,569
969600,87802,569,569
969606,87875,569,569
969645,88113,569,569
,13856,569,569
889922,25415,569,569
969802,89120,569,569
969694,88424,569,569
970154,91037,569,569
970160,91114,569,569
972216,92175,569,569
,92694,569,569
975467,93014,569,569
984098,99848,569,569
975536,93653,569,569
,1036,569,569
975570,94039,569,569
895462,27357,569,569
926692,50735,569,569
,8891,569,569
926701,50806,569,569
926712,50892,569,569
924139,51374,569,569
924247,51732,569,569
,15381,569,569
,14106,569,569
924339,52137,569,569
901016,28591,569,569
924546,52918,569,569
,15728,569,569
,6044,569,569
,53871,569,569
901117,29663,569,569
901136,29798,569,569
,29852,569,569
,16450,569,569
937652,56394,569,569
984901,100848,569,569
901466,30691,569,569
941199,57171,569,569
901523,30909,569,569
941461,58058,569,569
941709,58974,569,569
901766,31715,569,569
,1125,569,569
942955,59903,569,569
969481,86733,569,569
902066,32869,569,569
946220,62031,569,569
,18164,569,569
975597,94232,569,569
,14402,569,569
946674,63633,569,569
,18624,569,569
946789,64096,569,569
929528,65446,569,569
929565,66211,569,569
929599,66891,569,569
,3170,569,569
969215,84637,569,569
884755,19597,569,569
949597,68992,569,569
,11430,569,569
949719,69708,569,569
904408,36862,569,569
949927,70484,569,569
949966,70623,569,569
888985,20535,569,569
950102,71010,569,569
904471,37361,569,569
904483,37509,569,569
951104,71919,569,569
904530,38026,569,569
904536,38060,569,569
904563,38228,569,569
952109,73648,569,569
889002,21538,569,569
909733,39068,569,569
952304,74469,569,569
975487,93072,569,569
952308,74567,569,569
952340,74818,569,569
953849,76184,569,569
917541,40161,569,569
917542,40166,569,569
953929,76501,569,569
953964,76649,569,569
889017,22287,568,568
953993,76766,568,568
915443,40417,568,568
954018,76970,568,568
915444,40463,568,568
954019,77142,568,568
975633,94639,568,568
915449,40968,568,568
959627,78352,568,568
983129,96274,568,568
962235,78621,568,568
965961,80095,568,568
975656,94939,568,568
,12930,568,568
889032,23457,568,568
984043,99525,568,568
967173,81677,568,568
911167,42858,568,568
911287,43331,568,568
911297,43400,568,568
911309,43452,568,568
969105,83995,568,568
969117,84030,568,568
969139,84147,568,568
969148,84228,568,568
969180,84339,568,568
919544,44494,568,568
969362,86072,568,568
969413,86452,568,568
969583,87671,568,568
969724,88645,568,568
975536,93641,568,568
889927,25534,568,568
969974,90098,568,568
889936,25765,568,568
970018,90357,568,568
920029,47053,568,568
970089,90753,568,568
970171,91171,568,568
919900,46363,568,568
970229,91407,568,568
890011,26393,568,568
975517,93382,568,568
922617,48649,568,568
,94577,568,568
922806,49744,568,568
926656,50561,568,568
926699,50794,568,568
924100,51278,568,568
924149,51443,568,568
901027,28680,568,568
,15747,568,568
,53968,568,568
,16409,568,568
943399,55854,568,568
901287,30253,568,568
983248,97095,568,568
,56766,568,568
941177,57085,568,568
919708,45428,568,568
941461,58097,568,568
,102638,568,568
941564,58495,568,568
941615,58621,568,568
901814,31791,568,568
942902,59577,568,568
901955,32165,568,568
,60352,568,568
902028,32497,568,568
,61113,568,568
983841,98044,568,568
919949,46602,568,568
,6701,568,568
946312,62367,568,568
983775,97603,568,568
,10490,568,568
,6778,568,568
969843,89287,568,568
929530,65489,568,568
929541,65647,568,568
975620,94442,568,568
929615,67231,568,568
929615,67247,568,568
933775,67940,568,568
949588,68670,568,568
888979,19889,568,568
888979,19936,568,568
903652,36461,568,568
969115,84017,568,568
903667,36551,568,568
983261,97146,568,568
975670,95075,568,568
950096,70980,568,568
,71238,568,568
,7296,568,568
,11945,568,568
952158,73757,568,568
,8307,568,568
,40,568,568
953617,75156,568,568
,721,568,568
909763,39643,568,568
889012,22181,568,568
889014,22234,568,568
889936,25764,567,567
915446,40799,567,567
915449,40970,567,567
915457,41260,567,567
915460,41687,567,567
967119,80933,567,567
889886,24696,567,567
889033,23624,567,567
967164,81374,567,567
967185,81765,567,567
889036,23794,567,567
,13160,567,567
889044,23973,567,567
889044,23979,567,567
,13222,567,567
889837,24270,567,567
969212,84584,567,567
889893,24947,567,567
975647,94824,567,567
969450,86603,567,567
969487,86764,567,567
,732,567,567
889918,25322,567,567
889931,25606,567,567
969871,89561,567,567
969906,89674,567,567
970209,91342,567,567
889974,26043,567,567
890019,26424,567,567
922674,48843,567,567
893740,26667,567,567
893740,26688,567,567
922784,49618,567,567
,14799,567,567
,14878,567,567
924313,52040,567,567
936064,54652,567,567
,6113,567,567
936141,54984,567,567
901222,30041,567,567
937592,56215,567,567
937621,56314,567,567
941266,57395,567,567
941272,57417,567,567
901514,30846,567,567
941293,57478,567,567
901612,31220,567,567
901842,31879,567,567
945861,60009,567,567
,18173,567,567
902154,33325,567,567
902154,33328,567,567
969717,88537,567,567
,487,567,567
946661,63573,567,567
929520,65255,567,567
975656,94900,567,567
929530,65487,567,567
894452,35130,567,567
929576,66387,567,567
983794,97678,567,567
903482,35751,567,567
903542,35973,567,567
,3425,567,567
949616,69086,567,567
904419,36942,567,567
983248,97100,567,567
950052,70854,567,567
904462,37299,567,567
950097,70987,567,567
888987,20581,567,567
950142,71131,567,567
888987,20731,567,567
,7312,567,567
904529,38000,567,567
904538,38087,567,567
904542,38105,567,567
909629,38353,567,567
952109,73672,567,567
952231,74111,567,567
909737,39184,567,567
953602,75078,567,567
909757,39485,567,567
953689,75446,567,567
917361,39853,567,567
,4240,567,567
,12482,566,566
,8132,566,566
954103,77545,566,566
,77630,566,566
954139,77666,566,566
915446,40875,566,566
889027,22616,566,566
962222,78525,566,566
,943,566,566
,7789,566,566
962303,79427,566,566
922633,48706,566,566
967059,80454,566,566
967079,80597,566,566
,12951,566,566
975489,93086,566,566
967201,82006,566,566
911182,42913,566,566
,13256,566,566
889880,24574,566,566
969357,85926,566,566
969374,86172,566,566
,1176,566,566
969504,87100,566,566
,370,566,566
889915,25288,566,566
,13866,566,566
969709,88500,566,566
969721,88608,566,566
970172,91186,566,566
982949,95152,566,566
889976,26110,566,566
983211,96749,566,566
922513,48098,566,566
972228,92329,566,566
893740,26653,566,566
922714,49117,566,566
922740,49240,566,566
922784,49617,566,566
895411,27059,566,566
926627,50279,566,566
926646,50484,566,566
,15113,566,566
924156,51457,566,566
,15253,566,566
924297,51909,566,566
924311,52037,566,566
900954,28374,566,566
970089,90752,566,566
,9079,566,566
919622,44816,566,566
901183,29938,566,566
,6156,566,566
,3713,566,566
941208,57225,566,566
975467,93028,566,566
,17155,566,566
,9854,566,566
901620,31237,566,566
942902,59573,566,566
,10037,566,566
942928,59790,566,566
942957,59927,566,566
,10249,566,566
,18046,566,566
,101364,566,566
,18501,566,566
,6810,566,566
894229,34294,566,566
982996,95400,566,566
954114,77601,566,566
929529,65458,566,566
929546,65729,566,566
929553,65961,566,566
929557,66108,566,566
929615,67228,566,566
,11212,566,566
949713,69635,566,566
888980,20143,566,566
904402,36812,566,566
949927,70494,566,566
,102851,566,566
950231,71369,566,566
,42,566,566
,7334,566,566
909712,38665,566,566
952163,73858,566,566
909743,39305,566,566
,101707,566,566
953744,75726,566,566
953756,75799,566,566
953811,76010,566,566
,12352,566,566
,76690,566,566
969453,86662,565,565
915446,40769,565,565
889884,24662,565,565
915450,41036,565,565
959627,78335,565,565
915457,41243,565,565
975604,94310,565,565
889029,23023,565,565
910901,41885,565,565
889031,23408,565,565
889031,23409,565,565
911141,42680,565,565
911143,42697,565,565
975647,94821,565,565
911177,42893,565,565
967202,82044,565,565
,42974,565,565
975518,93421,565,565
969007,83378,565,565
975604,94328,565,565
969182,84397,565,565
889859,24363,565,565
,13410,565,565
919557,44540,565,565
,8152,565,565
969315,85654,565,565
889890,24789,565,565
,13746,565,565
,8283,565,565
,8290,565,565
969623,87958,565,565
,8371,565,565
919897,46348,565,565
889939,25824,565,565
889946,25899,565,565
972244,92535,565,565
975498,93156,565,565
975504,93246,565,565
975646,94796,565,565
982984,95359,565,565
926609,50139,565,565
926631,50367,565,565
926653,50545,565,565
924065,51145,565,565
900907,28180,565,565
924339,52120,565,565
,9075,565,565
,15571,565,565
924528,52863,565,565
924560,52999,565,565
,9184,565,565
924632,53327,565,565
901028,29296,565,565
901036,29334,565,565
,3704,565,565
901128,29772,565,565
943383,55450,565,565
937604,56254,565,565
937626,56332,565,565
,6392,565,565
901622,31243,565,565
,6454,565,565
941673,58826,565,565
,9950,565,565
,17559,565,565
,98325,565,565
,60438,565,565
,60769,565,565
946207,61970,565,565
902110,33120,565,565
946365,62553,565,565
969315,85616,565,565
946474,62876,565,565
946525,63070,565,565
946640,63479,565,565
946789,64086,565,565
,10636,565,565
,18700,565,565
929340,64868,565,565
,10714,565,565
983051,95774,565,565
929528,65441,565,565
,1798,565,565
975656,94961,565,565
929599,66885,565,565
949591,68750,565,565
903598,36225,565,565
949658,69300,565,565
903652,36443,565,565
903686,36730,565,565
949839,70162,565,565
904417,36924,565,565
,11553,565,565
,132,565,565
888984,20462,565,565
904464,37304,565,565
975536,93654,565,565
969717,88574,565,565
904533,38044,565,565
,7362,565,565
,418,565,565
951628,73124,565,565
919887,46314,565,565
952246,74180,565,565
952257,74257,565,565
909756,39450,565,565
,101459,565,565
983193,96622,565,565
917350,39835,565,565
953923,76489,565,565
,12447,564,564
915451,41045,564,564
915457,41270,564,564
915459,41463,564,564
962282,79229,564,564
962329,79671,564,564
911012,42046,564,564
889031,23287,564,564
983159,96464,564,564
911049,42315,564,564
911052,42342,564,564
,4099,564,564
,13007,564,564
,13086,564,564
967188,81794,564,564
911161,42808,564,564
967224,82171,564,564
968680,82265,564,564
889862,24423,564,564
919966,46714,564,564
969713,88513,564,564
919592,44697,564,564
983947,99002,564,564
969413,86449,564,564
969450,86613,564,564
969450,86618,564,564
969538,87311,564,564
969627,88042,564,564
969721,88607,564,564
969876,89592,564,564
969974,90067,564,564
,14153,564,564
889939,25823,564,564
920016,46996,564,564
,1091,564,564
972218,92207,564,564
983855,98118,564,564
922542,48279,564,564
922638,48727,564,564
893740,26592,564,564
926551,49889,564,564
,836,564,564
983100,96138,564,564
924267,51786,564,564
900906,28174,564,564
900931,28294,564,564
924528,52862,564,564
924566,53049,564,564
,13303,564,564
901093,29568,564,564
901121,29686,564,564
,16366,564,564
943404,55893,564,564
,6182,564,564
901316,30327,564,564
969314,85590,564,564
901436,30626,564,564
,16929,564,564
941320,57564,564,564
,9822,564,564
941532,58395,564,564
901649,31393,564,564
941595,58584,564,564
,31476,564,564
972208,91984,564,564
972228,92327,564,564
983245,97064,564,564
902013,32439,564,564
,60648,564,564
,61190,564,564
902057,32777,564,564
945974,61548,564,564
902083,32990,564,564
946350,62503,564,564
902157,33365,564,564
902162,33395,564,564
902175,33464,564,564
946515,63015,564,564
,1212,564,564
946640,63492,564,564
,1361,564,564
,18536,564,564
911350,43644,564,564
946747,63896,564,564
,18625,564,564
,18650,564,564
894205,34198,564,564
,18683,564,564
,48764,564,564
894321,34667,564,564
894329,34717,564,564
894356,34806,564,564
894362,34837,564,564
929582,66608,564,564
929601,66933,564,564
983775,97600,564,564
949591,68819,564,564
,7155,564,564
949719,69699,564,564
904429,37019,564,564
904471,37374,564,564
888987,20597,564,564
950178,71227,564,564
983238,96986,564,564
,1599,564,564
888987,20871,564,564
904562,38222,564,564
951548,72846,564,564
890033,26525,564,564
888992,21349,564,564
952159,73826,564,564
,7462,564,564
909749,39391,564,564
953765,75839,564,564
,12360,564,564
917483,40060,564,564
982928,95101,564,564
915446,40889,563,563
959607,78210,563,563
959621,78266,563,563
959627,78350,563,563
,5284,563,563
,12791,563,563
911009,42028,563,563
965986,80221,563,563
967087,80646,563,563
967090,80659,563,563
967110,80832,563,563
967173,81573,563,563
,366,563,563
972208,92011,563,563
968966,82916,563,563
968974,82985,563,563
969011,83456,563,563
969041,83649,563,563
889837,24214,563,563
911361,43696,563,563
969180,84336,563,563
889840,24315,563,563
889985,26211,563,563
919577,44622,563,563
,94365,563,563
,13658,563,563
975633,94649,563,563
983216,96776,563,563
969654,88154,563,563
969717,88570,563,563
983959,99056,563,563
,8364,563,563
969974,90110,563,563
975529,93504,563,563
970234,91495,563,563
972226,92302,563,563
984043,99512,563,563
922704,49062,563,563
,14744,563,563
924080,51202,563,563
924246,51725,563,563
,5923,563,563
972241,92455,563,563
924630,53313,563,563
,53549,563,563
,101844,563,563
,101625,563,563
943383,55444,563,563
943386,55747,563,563
943404,55886,563,563
,56461,563,563
983807,97837,563,563
,6296,563,563
,30587,563,563
,16819,563,563
941461,58073,563,563
,17135,563,563
,17222,563,563
941635,58674,563,563
941676,58835,563,563
942810,59174,563,563
,17462,563,563
942918,59738,563,563
901960,32188,563,563
,17685,563,563
902044,32665,563,563
902096,33042,563,563
,6704,563,563
902145,33294,563,563
920016,47003,563,563
946338,62465,563,563
,62648,563,563
946666,63602,563,563
972208,92012,563,563
946878,64456,563,563
894251,34406,563,563
983810,97851,563,563
929533,65509,563,563
,18968,563,563
983211,96758,563,563
,19128,563,563
929584,66646,563,563
929592,66768,563,563
929605,67021,563,563
929609,67080,563,563
903449,35615,563,563
903495,35792,563,563
933673,67729,563,563
888979,19898,563,563
,11393,563,563
983822,97956,563,563
949691,69459,563,563
,565,563,563
949795,70047,563,563
982928,95104,563,563
949851,70206,563,563
949853,70219,563,563
949927,70493,563,563
950003,70710,563,563
950112,71045,563,563
,7265,563,563
970041,90464,563,563
904483,37484,563,563
888987,20650,563,563
,7321,563,563
983040,95626,563,563
904566,38243,563,563
951589,73014,563,563
909720,38800,563,563
952181,73926,563,563
952214,74033,563,563
909757,39473,563,563
,12195,563,563
,75376,563,563
983822,97953,563,563
953697,75517,563,563
953761,75820,563,563
953764,75837,563,563
953860,76217,563,563
953963,76645,563,563
954074,77445,562,562
,7693,562,562
889023,22512,562,562
,4049,562,562
954218,78018,562,562
959604,78186,562,562
959609,78232,562,562
983007,95513,562,562
889029,22918,562,562
915459,41456,562,562
889029,23017,562,562
911009,42027,562,562
983135,96314,562,562
969861,89437,562,562
911096,42507,562,562
889035,23684,562,562
911141,42681,562,562
911241,43129,562,562
969011,83419,562,562
889045,24057,562,562
969051,83679,562,562
969235,84744,562,562
969247,84918,562,562
969247,84955,562,562
889913,25266,562,562
919534,44453,562,562
975610,94367,562,562
919668,45205,562,562
969504,87112,562,562
919798,45919,562,562
969802,89117,562,562
,824,562,562
969974,90136,562,562
,5614,562,562
889940,25848,562,562
970120,90858,562,562
970156,91051,562,562
889967,26003,562,562
975443,92968,562,562
975511,93306,562,562
975536,93531,562,562
922667,48817,562,562
922776,49483,562,562
,5773,562,562
,8791,562,562
895470,27450,562,562
926689,50717,562,562
,14418,562,562
926716,50908,562,562
924308,51988,562,562
900920,28241,562,562
,28258,562,562
,9082,562,562
969247,84980,562,562
924517,52802,562,562
901027,28889,562,562
936064,54657,562,562
943383,55408,562,562
943383,55623,562,562
972242,92488,562,562
,57029,562,562
901520,30893,562,562
983773,98575,562,562
901523,30917,562,562
941377,57764,562,562
941523,58366,562,562
983088,96026,562,562
941673,58823,562,562
941676,58848,562,562
901839,31868,562,562
,60216,562,562
975489,93087,562,562
946355,62527,562,562
946459,62831,562,562
,10462,562,562
946505,62979,562,562
902251,33822,562,562
,6903,562,562
,18918,562,562
,10866,562,562
929565,66221,562,562
,8545,562,562
929587,66725,562,562
886854,19305,562,562
983243,97024,562,562
929615,67274,562,562
929615,67280,562,562
933775,67937,562,562
903551,36025,562,562
903624,36348,562,562
,247,562,562
949677,69397,562,562
949699,69521,562,562
903669,36565,562,562
949708,69578,562,562
949759,69927,562,562
949797,70056,562,562
949923,70438,562,562
904452,37172,562,562
,11613,562,562
,5042,562,562
904471,37381,562,562
904483,37465,562,562
904483,37469,562,562
,7276,562,562
,11781,562,562
951216,72146,562,562
951396,72515,562,562
,11863,562,562
952168,73877,562,562
889001,21515,562,562
889004,21630,562,562
889004,21742,562,562
953649,75297,562,562
,75381,562,562
953948,76569,562,562
954006,76838,561,561
954018,76937,561,561
,7662,561,561
,7667,561,561
954097,77525,561,561
915446,40811,561,561
919923,46458,561,561
962266,78946,561,561
,12734,561,561
962267,79030,561,561
,12891,561,561
967140,81075,561,561
968984,83214,561,561
,13235,561,561
911299,43423,561,561
969265,85235,561,561
972167,91742,561,561
969213,84596,561,561
969215,84626,561,561
,13601,561,561
969509,87158,561,561
,13737,561,561
969700,88474,561,561
969741,88712,561,561
,14009,561,561
969860,89432,561,-9
969866,89492,561,561
969866,89503,561,561
969876,89589,561,561
889931,25627,561,561
970157,91067,561,561
,14363,561,561
889980,26185,561,561
889994,26308,561,561
975499,93209,561,561
,3580,561,561
,1620,561,561
926614,50197,561,561
,8999,561,561
924351,52186,561,561
983830,97990,561,561
924562,53033,561,561
,9354,561,561
901126,29760,561,561
,16356,561,561
983238,96979,561,561
,56056,561,561
969450,86602,561,561
,9700,561,561
941203,57210,561,561
941266,57397,561,561
901634,31342,561,561
941629,58660,561,561
901747,31675,561,561
901821,31810,561,561
,17593,561,561
,60670,561,561
,61202,561,561
902068,32886,561,561
983088,96031,561,561
,61717,561,561
946413,62663,561,561
,6785,561,561
946659,63568,561,561
975656,94932,561,561
929340,64893,561,561
929357,64975,561,561
894301,34594,561,561
,18894,561,561
929543,65691,561,561
969311,85523,561,561
929546,65734,561,561
929546,65763,561,561
929548,65874,561,561
949565,68539,561,561
,11323,561,561
,11442,561,561
888980,20056,561,561
972215,92163,561,561
949755,69918,561,561
,633,561,561
904483,37557,561,561
,7294,561,561
951511,72761,561,561
,38431,561,561
909656,38481,561,561
909726,38944,561,561
,1516,561,561
969247,84990,561,561
969984,90218,561,561
953685,75438,561,561
909771,39742,561,561
953765,75847,561,561
917523,40119,561,561
,76533,561,561
953978,76709,561,561
,12570,560,560
962218,78497,560,560
,4078,560,560
972218,92215,560,560
967074,80559,560,560
967091,80672,560,560
967104,80752,560,560
967110,80855,560,560
967140,81095,560,560
911101,42549,560,560
967158,81235,560,560
,4114,560,560
911210,42992,560,560
967225,82225,560,560
911225,43069,560,560
889044,23963,560,560
911297,43390,560,560
,101985,560,560
,1382,560,560
,8107,560,560
983313,97467,560,560
969356,85861,560,560
983142,96354,560,560
969357,85991,560,560
969380,86280,560,560
969569,87606,560,560
969801,89089,560,560
889930,25569,560,560
969866,89518,560,560
969974,90135,560,560
983257,97127,560,560
972094,91548,560,560
,5658,560,560
970171,91179,560,560
972208,92058,560,560
922809,49760,560,560
969925,89765,560,560
926592,50084,560,560
,14928,560,560
,8956,560,560
924149,51429,560,560
969599,87791,560,560
924560,52978,560,560
901027,28843,560,560
975650,94857,560,560
,9405,560,560
943404,55945,560,560
941231,57299,560,560
,13562,560,560
941411,57872,560,560
941414,57902,560,560
,17090,560,560
,57966,560,560
,17146,560,560
941702,58930,560,560
901860,31914,560,560
942918,59732,560,560
942928,59798,560,560
889859,24362,560,560
902005,32384,560,560
902013,32431,560,560
,6625,560,560
,98846,560,560
902114,33151,560,560
919631,44900,560,560
902245,33761,560,560
969413,86443,560,560
,10532,560,560
946674,63636,560,560
984273,100446,560,560
890033,26520,560,560
,14110,560,560
,18715,560,560
929340,64879,560,560
,10789,560,560
,3402,560,560
929540,65631,560,560
929560,66123,560,560
894489,35244,560,560
970133,90915,560,560
929597,66837,560,560
886859,19341,560,560
984035,99428,560,560
949591,68736,560,560
903652,36455,560,560
,7150,560,560
984041,99438,560,560
949715,69641,560,560
903686,36697,560,560
,102602,560,560
,7188,560,560
949927,70480,560,560
888987,20771,560,560
951127,71965,560,560
951286,72321,560,560
951435,72591,560,560
,72873,560,560
909707,38568,560,560
888991,21303,560,560
,1439,560,560
,12430,560,560
915446,40895,559,559
959629,78363,559,559
,4061,559,559
962237,78682,559,559
915457,41294,559,559
962290,79279,559,559
,7922,559,559
911106,42572,559,559
967173,81591,559,559
968966,82929,559,559
911263,43212,559,559
969080,83818,559,559
911345,43615,559,559
969296,85390,559,559
983053,95818,559,559
969315,85660,559,559
,811,559,559
889940,25840,559,559
969562,87511,559,559
983242,97015,559,559
,3577,559,559
972208,91995,559,559
969857,89416,559,559
969899,89658,559,559
975668,95046,559,559
972236,92427,559,559
,14441,559,559
922595,48548,559,559
919777,45808,559,559
984086,99784,559,559
,14618,559,559
922695,49017,559,559
922788,49671,559,559
,14859,559,559
,8887,559,559
924233,51694,559,559
,15372,559,559
924320,52062,559,559
924320,52064,559,559
,15416,559,559
924384,52280,559,559
983183,96576,559,559
,9119,559,559
924546,52919,559,559
901027,28876,559,559
,53542,559,559
935911,54270,559,559
936032,54562,559,559
901183,29940,559,559
983773,98577,559,559
943404,55966,559,559
,30257,559,559
937626,56339,559,559
941384,57803,559,559
,101744,559,559
941551,58461,559,559
,9935,559,559
,17334,559,559
941730,59041,559,559
942827,59353,559,559
942918,59733,559,559
919887,46319,559,559
942962,59967,559,559
945871,60045,559,559
,60415,559,559
,17819,559,559
902048,32717,559,559
902075,32923,559,559
902076,32935,559,559
,10329,559,559
,6686,559,559
946590,63305,559,559
946753,63911,559,559
,10611,559,559
946820,64217,559,559
889044,23986,559,559
969312,85578,559,559
,10733,559,559
,10799,559,559
929548,65854,559,559
929555,66065,559,559
929561,66143,559,559
929576,66412,559,559
894500,35308,559,559
903359,35411,559,559
929597,66836,559,559
903422,35542,559,559
,7032,559,559
975620,94450,559,559
903661,36502,559,559
888980,20030,559,559
,11529,559,559
949840,70181,559,559
,3940,559,559
,11614,559,559
904553,38180,559,559
888991,21165,559,559
,101387,559,559
909731,38985,559,559
889003,21571,559,559
889004,21599,559,559
909743,39300,559,559
909759,39506,559,559
917361,39851,559,559
953887,76328,559,559
,12527,558,558
954174,77811,558,558
962234,78590,558,558
,7757,558,558
,5494,558,558
915459,41491,558,558
,12763,558,558
919588,44666,558,558
,1236,558,558
911059,42371,558,558
983120,96237,558,558
967173,81604,558,558
911172,42878,558,558
968680,82271,558,558
889045,24066,558,558
889810,24137,558,558
911312,43474,558,558
,818,558,558
969280,85289,558,558
969315,85636,558,558
970054,90632,558,558
969406,86393,558,558
,13636,558,558
919739,45592,558,558
969604,87850,558,558
982949,95150,558,558
,8424,558,558
970036,90419,558,558
970157,91075,558,558
,2051,558,558
972148,91709,558,558
,3597,558,558
972226,92300,558,558
922589,48488,558,558
922699,49039,558,558
969645,88117,558,558
,14877,558,558
926651,50520,558,558
926712,50890,558,558
,834,558,558
,15329,558,558
900976,28449,558,558
924488,52673,558,558
,5992,558,558
969362,86066,558,558
,15905,558,558
,9395,558,558
975656,94959,558,558
922589,48496,558,558
,9647,558,558
,57028,558,558
941356,57701,558,558
941620,58641,558,558
,9938,558,558
901803,31770,558,558
,3135,558,558
942902,59574,558,558
,10057,558,558
,60338,558,558
901990,32330,558,558
902017,32464,558,558
946219,62028,558,558
946248,62129,558,558
946258,62173,558,558
946452,62808,558,558
946551,63161,558,558
946613,63378,558,558
902252,33830,558,558
946659,63557,558,558
946724,63813,558,558
,63893,558,558
,10633,558,558
946876,64450,558,558
946961,64746,558,558
946961,64751,558,558
929524,65377,558,558
983043,95667,558,558
929576,66450,558,558
929578,66546,558,558
,11290,558,558
949579,68593,558,558
903603,36238,558,558
949954,70576,558,558
950032,70792,558,558
,7246,558,558
950085,70954,558,558
904477,37418,558,558
950394,71771,558,558
909724,38905,558,558
909737,39158,558,558
953637,75226,558,558
909759,39517,558,558
953693,75482,558,558
953756,75798,558,558
953838,76105,558,558
