BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
MIDLAND COMMUNITY SCHOOL,894367,70,70,2
MIDLAND CUSD # 7,900693,70,70,3
MIDLAND INDEP SCHOOL DISTRICT,969721,60,60,35
MIDLAND PARK PUBLIC SCHOOLS,941416,40,40,3
MIDLAND PUBLIC SCHOOL DISTRICT,919841,50,50,12
MIDLAND SCHOOL DISTRICT,881472,80,80,2
MIDLOTHIAN SCHOOL DISTRICT,969722,50,50,10
MIDLOTHIAN SCHOOL DISTRICT 143,901420,80,80,4
MID-PENINSULA SCHOOL DISTRICT,919842,80,80,1
MID-PRAIRIE COMM SCHOOL DIST,894366,60,60,6
MIDVALE SCHOOL DISTRICT 433,895464,80,80,2
MID VALLEY SCHOOL DISTRICT,953911,70,70,3
MIDVIEW LOCAL SCHOOL DISTRICT,950044,60,60,5
MIDWAY ELEM SCHOOL DISTRICT,883676,70,70,1
MIDWAY INDEP SCHOOL DIST 27,951374,90,90,2
MIDWAY INDEP SCHOOL DISTRICT,969725,70,50,1
MIDWAY SCHOOL DISTRICT 128,933716,70,70,2
MIDWAY SCHOOL DISTRICT R 1,924634,70,70,2
MIDWEST CITY-DEL CITY SCH DIST,951499,80,80,25
MIDWEST COMM UNIT SCH DIST 191,901913,80,80,3
MIFFLINBURG AREA SCHOOL DIST,954199,70,70,6
MIFFLIN COUNTY SCHOOL DISTRICT,953915,80,80,10
MILACA SCHOOL DISTRICT 912,922684,70,70,3
MILAN AREA SCHOOL DISTRICT,919843,60,60,4
MILAN COMMUNITY SCHOOL CORP,902101,70,70,3
MILANO INDEP SCHOOL DISTRICT,969726,80,80,3
MILAN SCHOOL DISTRICT C 2,924391,80,80,3
MILAN SPECIAL SCHOOL DISTRICT,967165,80,80,3
MILBANK SCHOOL DISTRICT 25-4,965817,70,70,3
MILBURN INDEP SCHOOL DIST 29,951500,80,80,2
MILDRED INDEP SCHOOL DISTRICT,969727,70,70,3
MILES CITY UNIF SCH DIST 1,928865,60,60,6
MILES INDEP SCHOOL DISTRICT,969728,60,60,6
MILFORD CENTRAL SCHOOL DIST,946619,70,70,1
MILFORD EXEMPTED VILLAGE SCHOOL DISTRICT,949781,50,50,8
MILFORD INDEP SCHOOL DISTRICT,969729,90,90,1
MILFORD PUBLIC SCHOOL DISTRICT,936120,60,60,2
MILFORD SCHOOL DISTRICT,941417,80,40,1
MILLARD COUNTY SCHOOL DISTRICT,972215,80,80,11
MILLARD PUBLIC SCHOOLS,936121,40,40,37
MILL A SCHOOL DISTRICT 31,983128,80,80,1
MILLBRAE ELEM SCHOOL DISTRICT,883678,50,50,5
MILLBROOK CENTRAL SCHOOL DIST,946620,60,60,4
MILLBURN CC SCHOOL DISTRICT 24,901423,40,40,2
MILLBURN TWP SCHOOL DISTRICT,941418,40,40,7
MILLBURY SCHOOL DISTRICT,911192,70,70,3
MILL CREEK COMM SCHOOL CORP,902103,60,60,4
MILL CREEK INDEP SCHOOL DIST 2,951504,90,90,2
MILLCREEK TWP SCHOOL DISTRICT,953916,60,50,13
MILL CREEK VALLEY U S D 329,903411,70,70,5
MILLCREEK-WEST UNITY LOC DIST,950290,70,70,2
MILLER CITY-NEW CLEVELAND DIST,950161,50,50,3
MILLER CO SCHOOL DISTRICT R 3,924600,70,25,2
MILLER COUNTY SCHOOL DISTRICT,889969,90,90,3
MILLER GROVE SCHOOL DISTRICT,969730,80,80,1
MILLER PLACE UNION FREE DIST,946621,40,40,4
MILLERSBURG AREA SCHOOL DIST,953917,70,70,3
MILLER SCHOOL DISTRICT 29-4,965960,50,50,4
MILLER SCHOOL DISTRICT R 2,924392,80,80,2
MILLER TWP CC SCHOOL DIST 210,901427,60,60,1
MILLINGTON COMM SCHOOL DIST,919844,80,80,5
MILLINOCKET SCHOOL DEPARTMENT,917425,80,80,3
MILLIS PUBLIC SCHOOL DISTRICT,911193,40,40,3
MILLSAP INDEP SCHOOL DISTRICT,969731,70,70,3
MILLSTADT CONS SCHOOL DIST 160,901425,60,60,2
MILLSTONE TWP SCHOOL DISTRICT,941419,40,40,3
MILLTOWN SCHOOL DISTRICT,941421,40,40,2
MILL VALLEY ELEM SCH DISTRICT,883677,40,40,6
MILLVILLE AREA SCHOOL DISTRICT,953920,70,70,2
MILLVILLE ELEM SCHOOL DISTRICT,883679,70,70,1
MILLVILLE ELEM SCHOOL DISTRICT- DISTRICT OFFICE,883679,70,70,1
MILLVILLE PUBLIC SCHOOLS,941422,80,80,9
MILLWOOD INDEP SCHOOL DIST 37,951506,90,90,2
MILNOR SCHOOL DISTRICT 2,933717,60,60,3
MILPITAS UNIF SCHOOL DISTRICT,883667,50,50,14
MILROY ELEMENTARY,934527,80,80,
MILTON AREA SCHOOL DISTRICT,953921,80,80,5
MILTON FREEWTR UNIF SCH DIST 7,952266,80,80,6
MILTON PUBLIC SCHOOL DISTRICT,911194,40,40,6
MILTON SCHOOL DISTRICT,984042,50,50,7
MILTON TOWN SCHOOL DISTRICT 10,980662,70,70,3
MILTON UNION SCHOOL DISTRICT,949785,70,70,3
MILWAUKEE PUBLIC SCHOOLS,984043,90,90,149
MINATARE PUBLIC SCHOOL DIST,936122,90,90,2
MINCO INDEP SCHOOL DISTRICT 2,951507,80,80,3
MINDEN PUBLIC SCHOOL DISTRICT,936123,70,70,4
MINEOLA INDEP SCHOOL DISTRICT,969734,80,80,4
MINEOLA UNION FREE SCHOOL DIST,946622,50,50,5
MINERAL COUNTY SCHOOL DISTRICT,983824,80,80,14
MINERAL POINT SCHOOL DISTRICT,984045,60,60,3
MINERAL SPRINGS SCHOOL DIST,882544,90,90,4
MINERAL SPRINGS SCHOOL DISTRICT,882544,90,90,4
MINERAL WELLS INDEP SCH DIST,969735,80,80,6
MINERSVILLE AREA SCHOOL DIST,953923,60,60,3
MINERVA CENTRAL SCHOOL DIST,946623,70,60,1
MINERVA LOCAL SCHOOL DISTRICT,950211,70,70,3
MINFORD LOCAL SCHOOL DISTRICT,950184,70,70,3
MINGO COUNTY SCHOOL DISTRICT,983827,90,90,14
MINGUS UNION HIGH SCH DIST 4,883224,80,60,3
MINIDOKA CO JOINT SCH DIST 331,899229,80,80,
MINISINK VALLEY SCHOOL DISTRICT,946624,60,60,5
MINNEAPOLIS SCHOOL DISTRICT 1,922687,80,80,90
MINNEOLA UNIF SCH DISTRICT 219,903593,80,80,2
MINNEOTA SCHOOL DISTRICT 414,922688,70,70,2
MINNETONKA SCHOOL DISTRICT 276,922594,40,40,9
MINNEWASKA SCHOOL DIST 2149,922216,70,60,6
MINNEWAUKAN SCHOOL DISTRICT 5,933718,90,90,2
MINOCQUA J1 SCHOOL DISTRICT,984046,70,70,1
MINOOKA HIGH SCHOOL DIST 111,901430,40,40,1
MINOOKA SCHOOL DISTRICT 201,901429,50,50,7
MINSTER LOCAL SCHOOL DISTRICT,949822,50,50,2
MINTO SCHOOL DISTRICT 20,933720,80,80,2
MIO-AUSABLE SCHOOL DISTRICT,919845,80,80,2
MIRABILE SCHOOL DISTRICT C 1,924393,70,70,1
MISSION CONS INDEP SCHOOL DIST,969736,90,90,24
MISSION ELEMENTARY SCHOOL,960130,80,50,
MISSION VALLEY UNIF SCHOOL DIST 330,903492,70,70,2
MISSISSINEWA COMM SCHOOL CORP,902105,80,80,5
MISSOULA COUNTY HIGH SCHOOLS,929044,60,60,
MISSOURI CITY ELEM SCHOOL,938464,80,80,
MISSOURI VALLEY COMM SCH DIST,894368,70,70,3
MITCHELL COMM SCHOOLS,902106,80,80,4
MITCHELL COUNTY SCHOOL DIST,929577,90,80,9
MITCHELL PUBLIC SCHOOL DIST,936125,70,70,2
MITCHELL SCHOOL DISTRICT 17-2,965961,70,70,8
MITCHELL SCHOOL DISTRICT 55,952267,80,80,1
MOBERLY SCHOOL DISTRICT 81,924396,80,80,7
MOBILE COUNTY SCHOOL DISTRICT,882103,90,90,110
MOBILE ELEM SCHOOL DISTRICT 86,883226,90,90,1
MOBRIDGE-POLLOCK SCHOOL DISTRICT 62-6,966035,70,70,4
M O C-FLOYD VALLEY SCHOOL DIST,894363,60,60,4
MODESTO CITY SCHOOL DISTRICT,883683,80,80,8
MODOC JOINT UNIF SCHOOL DIST,883684,80,80,8
MOFFAT CO SCHOOL DISTRICT RE 1,882448,70,70,7
MOFFAT SCHOOL DISTRICT 2,882444,90,90,3
MOFFETT SCHOOL DISTRICT 68,951508,90,90,1
MOGADORE LOCAL SCHOOL DISTRICT,950230,60,60,3
MOHALL-LANSFORD-SHERWOOD 1,933601,60,50,3
MOHAVE VALLEY ELEM SCH DIST 16,883228,90,90,4
MOHAWK AREA SCHOOL DISTRICT,953924,70,70,2
MOHAWK LOCAL SCHOOLS,950301,60,60,2
MOHAWK TRAIL REG SCHOOL DISTRICT,911197,70,70,5
MOHAWK VALLEY SCHOOL DIST 17,883230,80,80,1
MOHONASEN CENTRAL SCH DIST,945861,60,50,4
MOJAVE UNIFIED SCHOOL DISTRICT,883685,90,90,8
MOKENA SCHOOL DISTRICT 159,901431,50,50,3
MOLALLA RIVER SCHOOL DISTRICT 35,952268,80,70,7
MOLINE UNIT SCHOOL DISTRICT 40,901432,80,80,17
MOMENCE COMMUNTY SCHOOL DISTRICT #1,901434,80,80,4
MONADNOCK REG SCHOOL DISTRICT,937621,70,70,9
MONAHANS-WICKETT-PYOTE I S D,969737,70,70,6
MONA SHORES PUBLIC SCHOOLS,919846,60,60,6
MONDOVI SCHOOL DISTRICT,984050,70,70,3
MONESSEN CITY SCHOOL DISTRICT,953926,90,60,3
MONETT SCHOOL DISTRICT R 1,924397,80,80,6
MONFORTON ELEM SCHOOL DIST 27,929047,60,60,3
MONITEAU CO SCHOOL DIST R 1,924132,70,70,3
MONITEAU SCHOOL DISTRICT,953959,70,70,2
MONMOUTH BEACH SCHOOL DISTRICT,941424,20,20,1
MONMOUTH REG HIGH SCHOOL DIST,941425,40,40,1
MONMOUTH-ROSEVILLE DISTRICT #238,900844,90,90,5
MONOMOY REGIONAL SCHOOL DISTRICT,910999,50,50,6
MONONA GROVE SCHOOL DISTRICT,984051,50,50,5
MONONGALIA COUNTY SCHOOLS,983830,60,60,21
MONROE CENTRAL SCHOOL CORP,902108,80,80,2
MONROE CITY SCHOOL DIST R 1,924400,80,80,3
MONROE CITY SCHOOL DISTRICT,909739,90,90,20
MONROE COUNTY COMM SCHOOL CORP,901962,60,60,22
MONROE COUNTY SCHOOL DIST 44,889020,60,60,18
MONROE COUNTY SCHOOL DISTRICT,983833,90,80,5
MONROE ELEM SCHOOL DISTRICT,883686,90,90,1
MONROE-GREGG SCHOOL DISTRICT,902053,70,70,3
MONROE LOCAL SCHOOL DISTRICT,949105,50,50,4
MONROE PUBLIC SCHOOLS,919847,80,80,9
MONROE SCHOOL DISTRICT,984052,70,40,5
MONROE SCHOOL DISTRICT 103,983129,50,50,14
MONROE SCHOOL DISTRICT 11,951510,90,90,1
MONROE SCHOOL DISTRICT 1J,952269,80,80,2
MONROE SCHOOL DISTRICT 70,901435,50,50,1
MONROE TOWNSHIP SCHOOL DIST,941426,40,40,6
MONROE TWP PUBLIC SCHOOLS,941427,50,50,8
MONROEVILLE LOCAL SCHOOL DIST,949995,60,60,2
MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,946626,50,50,7
MONROVIA UNIFIED SCHOOL DISTRICT,883687,80,80,12
MONSON SCHOOL DISTRICT,911198,60,60,3
MONSON-SULTANA JT UN ELEM SCHOOL DISTRICT,883688,90,90,1
MONTABELLA COMM SCHOOL DIST,919648,80,80,2
MONTAGUE AREA SCHOOL DISTRICT,919849,70,70,4
MONTAGUE ELEM SCHOOL DISTRICT,883689,90,90,2
MONTAGUE I.S.D.,969739,70,60,1
MONTAGUE SCHOOL DISTRICT,941428,80,80,1
MONTAGUE TWP OFFICE,941428,80,80,1
MONTANA CITY SCHOOL DIST 27,929048,50,50,2
MONTCLAIR SCHOOL DISTRICT,941429,40,40,11
MONTE ALTO INDEP SCHOOL DIST,969740,90,90,4
MONTEBELLO UNIFIED SCHOOL DISTRICT,883691,90,90,30
MONTECITO UNION ELEM SCH DIST,883692,40,40,1
MONTEFIORE SCHOOL DISTRICT 1,933721,60,60,2
MONTELLO SCHOOL DISTRICT,984053,80,80,1
MONTEREY PENINSULA UNIF SCHS,961167,80,80,
MONTE RIO UNION ELEM SCH DIST,883690,80,80,1
MONTESANO SCHOOL DISTRICT 66,983130,70,70,5
MONTEVIDEO SCHOOL DISTRICT 129,922689,70,70,4
MONTE VISTA SCHOOL DIST C 8,882453,80,80,7
MONTEZUMA COMM SCHOOL DISTRICT,894370,60,60,3
MONTEZUMA-CORTEZ DISTRICT RE 1,881938,80,80,7
MONTEZUMA UNIF SCHOOL DIST 371,903594,70,70,2
MONTGOMERY AREA SCHOOL DIST,953927,70,70,3
MONTGOMERY CO SCHOOL DISTRICT,975598,90,60,20
MONTGOMERY COUNTY SCHOOL DIST,929578,90,60,11
MONTGOMERY ELEM SCHOOL DIST,883694,70,70,1
MONTGOMERY INDEP SCHOOL DIST,969741,60,60,9
MONTGOMERY TOWNSHIP SCH DIST,941430,40,40,5
MONTICELLO CENTRAL SD,946630,80,80,5
MONTICELLO COMM SCHOOL DIST,894371,60,60,4
MONTICELLO COMM SCHOOL DIST 25,901436,50,50,5
MONTICELLO  SCHOOL DIST,882548,80,80,5
MONTICELLO SCHOOL DISTRICT,984054,80,70,3
MONTICELLO SCHOOL DISTRICT 882,922692,50,50,6
MONTMORENCY C C SCH DIST 145,901437,60,60,1
MONTOUR SCHOOL DISTRICT,953929,50,50,5
MONTOURSVILLE AREA SCHOOL DIST,953931,50,50,4
MONTPELIER SCHOOL DISTRICT 14,933722,80,80,2
MONTPELIER SCHOOLS,949786,80,80,2
MONTPELIER SUPER SCH DIST 45,980702,60,60,3
MONTROSE AREA SCHOOL DISTRICT,953934,60,60,3
MONTROSE COMM SCHOOL DISTRICT,919850,80,80,4
MONTROSE COUNTY SCHOOL DISTRICT,882458,80,80,12
MONTROSE SCHOOL DISTRICT 43-2,965962,60,50,4
MONTROSE SCHOOL DISTRICT R 14,924402,80,80,2
MONTVALE PUBLIC SCHOOL DIST,941432,20,20,2
MONTVILLE PUBLIC SCHOOLS,884259,50,50,6
MONTVILLE TWP SCHOOL DISTRICT,941434,40,40,7
MONUMENT SCHOOL DISTRICT 8,952271,80,80,1
MOODY INDEP SCHOOL DISTRICT,969743,80,80,4
MOONACHIE SCHOOL DISTRICT,941435,60,60,1
MOON AREA SCHOOL DISTRICT,953935,40,40,9
MOORE COUNTY SCHOOL DISTRICT,967168,80,70,2
MOORELAND INDEP SCH DIST IOO 2,951512,80,80,2
MOORE PUBLIC SCHOOLS,951511,60,60,31
MOORE SCHOOL DISTRICT 44,929050,70,70,3
MOORESTOWN TWP PUBLIC SCHOOLS,941437,40,40,6
MOORESVILLE CONSOL SCHOOL CORP,902110,60,60,7
MOORESVILLE GRADED SCHOOL DIST,929580,60,60,8
MOORHEAD SCHOOL DISTRICT 152,922693,60,60,10
MOORPARK UNIF SCHOOL DISTRICT,883695,50,50,11
MOOSABEC COMM SCHOOL DEPT 917,917427,80,80,1
MOOSE LAKE COMM SCHOOL DIST 97,922694,70,70,2
MORAGA ELEM SCHOOL DISTRICT,883696,40,40,4
MORA INDEP SCHOOL DISTRICT,942938,90,90,4
MORAN INDEP SCHOOL DISTRICT,969744,90,80,1
MORA SCHOOL DISTRICT 332,922695,70,70,5
MORAVIA CENTRAL SCHOOL DIST,946631,70,70,2
MORAVIA COMM SCHOOL DISTRICT,894372,80,80,2
MOREHOUSE PARISH SCHOOL DIST,909740,90,90,11
MORELAND SCHOOL,883697,50,50,6
MORENCI AREA SCHOOL DISTRICT,919852,80,80,4
MORENO VALLEY UNIF SCHOOL DIST,883698,90,90,38
MORGAN COUNTY SCHOOL DIST R 1,924576,90,90,3
MORGAN COUNTY SCHOOL DIST R 2,924612,80,80,4
MORGAN COUNTY SCHOOL DISTRICT,983836,90,70,8
MORGAN HILL UNIFIED SCHOOL DISTRICT,883699,60,60,13
MORGAN INDEP SCHOOL DISTRICT,969746,90,90,1
MORGAN LOCAL SCHOOL DISTRICT,950105,80,80,5
MORGAN MILL INDEP SCHOOL DIST,969747,70,70,1
MORGAN SCHOOL DISTRICT,972216,50,50,4
MORIAH CENTRAL SCHOOL DISTRICT,946633,80,80,2
MORIARTY MUN SCHOOL DIST 81,942940,80,80,8
MORLEY-STANWOOD COMM SCH DIST,919854,80,80,5
MORMON TRAIL COMM SCHOOL DIST,894373,80,80,2
MORNING SUN COMMUNITY SCH DIST,894374,70,70,1
MORONGO UNIF SCHOOL DISTRICT,883700,80,80,18
MORRICE AREA SCHOOL DISTRICT,919855,80,80,3
MORRILL PUBLIC SCHOOL DISTRICT,935949,80,80,2
MORRIS CENTRAL SCHOOL DISTRICT,946634,80,80,1
MORRIS COMM HS DIST 101,901440,60,60,1
MORRIS COUNTY SCHOOL DIST 417,903470,80,80,5
MORRIS HILLS REGIONAL SCH DIST,941439,40,40,2
MORRISON COMM UNIT SCH DIST 6,901441,70,70,4
MORRISON PUBLIC SCHOOLS,951515,80,80,3
MORRISONVILLE C U SCH DIST 1,901442,90,90,3
MORRIS PLAINS SCHOOL DISTRICT,941440,40,40,2
MORRIS SCHOOL DISTRICT,951513,80,60,3
MORRIS SCHOOL DISTRICT 2769,922696,60,60,2
MORRIS SCHOOL DISTRICT 54,901438,80,80,2
MORRISTOWN CENTRAL SCHOOL DIST,946635,80,80,1
MORRISTOWN ELEMENTARY SCHOOL DISTRICT NO. 75,883234,80,80,1
MORRISVILLE BORO SCHOOL DIST,953936,80,80,3
MORRISVILLE EATON SCHOOL DIST,946636,80,80,2
MORROW COUNTY SCHOOL DIST 1,952272,80,80,8
MORTON COMM UNIT SCH DIST 709,901444,40,40,6
MORTON GROVE SCHOOL DIST 70,901447,50,50,1
MORTON HIGH SCHOOL DIST 201,901448,90,90,4
MORTON INDEP SCHOOL DISTRICT,969748,90,90,4
MORTON SCHOOL DISTRICT NO 214,983131,80,80,2
MOSCOW SCHOOL DISTRICT 281,895466,60,60,8
MOSCOW UNIFIED SCHOOL DIST 209,903596,80,80,2
MOSELEY SCHOOL DISTRICT,951516,90,90,1
MOSES LAKE SCHOOL DISTRICT 161,983133,80,80,15
MOSHANNON VALLEY SCHOOL DIST,953937,80,80,2
MOSINEE SCHOOL DISTRICT,984056,50,50,3
MOSS INDEP SCHOOL DISTRICT 1,951518,80,80,2
MOSS POINT SCHOOL DISTRICT,926656,90,90,8
MOSSYROCK SCHOOL DISTRICT 206,983134,80,80,3
MOTHER LODE UN ELEM SCH DIST,883701,80,80,2
MOTLEY COUNTY INDEP SCH DIST,969750,90,90,1
MOTT -REGENT PUBLIC SCHOOL DISTRICT #1,933597,70,70,2
MOULTON INDEP SCHOOL DISTRICT,969751,80,80,3
MOULTON-UDELL COMM SCH DIST,894375,70,70,2
MOUND CITY R 2,924404,70,70,3
MOUNDRIDGE UNIF SCH DIST 423,903597,70,70,3
MOUNDS INDEP SCHOOL DISTRICT 5,951521,80,80,2
MOUNDS VIEW SCHOOL DIST 621,922699,50,50,23
MOUNT ADAMS SCHOOL DIST 209,983135,90,90,4
MOUNTAINAIR PUBLIC SCH DIST,942942,90,90,3
MOUNTAIN BROOK CITY SCH DIST,882140,20,20,6
MOUNTAINBURG SCHOOL DISTRICT,882573,80,80,3
MOUNTAIN ELEMENTARY SCHOOL,961998,80,80,
MOUNTAIN EMPIRE UNIF DISTRICT,883704,80,80,13
MOUNTAIN GROVE SCHOOL DIST R 3,924405,80,80,5
MOUNTAIN HOME SCHOOL DIST 193,895467,70,70,9
MOUNTAIN HOME SCHOOL DISTRICT,881611,80,80,5
MOUNTAIN HOUSE ELEM SCH DIST,883705,80,80,1
MOUNTAIN IRON-BUHL DIST 712,922203,80,80,3
MOUNTAIN LAKES SCHOOL DISTRICT,941447,40,40,4
MOUNTAIN PINE SCHOOL DISTRICT,882563,90,80,2
MOUNTAINSIDE SCHOOL DISTRICT,941448,40,40,2
MOUNTAIN UNION SCHOOL DISTRICT,883724,90,90,1
MOUNTAIN VALLEY SCH DIST R E 1,882541,80,80,3
MOUNTAIN VALLEY UNIF SCH DIST,881521,90,90,5
MOUNTAIN VIEW-GOTEBO DIST 003,951730,80,80,2
MOUNTAIN VIEW SCHOOL DISTRICT,953940,90,70,2
MOUNTAIN VIEW SCHOOL DISTRICT #244,895369,80,80,5
MOUNTAIN VIEW - WHISMAN ELEM SCHOOL DIST,883708,60,60,12
MOUNTAIN VW-LOS ALTOS UN H S D,883709,50,40,3
MOUNT AIRY CITY SCHOOL DIST,929581,80,80,4
MOUNT ARLINGTON SCHOOL DIST,941442,40,40,2
MOUNT AYR COMM SCHOOL DISTRICT,894376,70,70,2
MOUNT BAKER SCHOOL DIST 507,983136,80,80,6
MOUNT BALDY JOINT SCHOOL DIST,883710,50,50,1
MOUNT CALM SCHOOL DISTRICT,969752,80,80,3
MOUNT CLEMENS COMM SCHOOL DIST,919856,90,90,5
MOUNT DIABLO UNIF SCHOOL DIST,883711,60,60,52
MOUNT ENTERPRISE SCHOOL DIST,969753,80,80,2
MOUNT EPHRAIM BOROUGH SCH DIST,941443,50,50,2
MOUNT GILEAD EX SCH VLG DIST,949787,80,80,3
MOUNT GREYLOCK REG SCHOOL DIST,911201,60,60,1
MOUNT HEALTHY CITY SCHOOL DIST,949667,90,90,5
MOUNT HOLLY TWP PUBLIC SCHOOLS,941444,80,80,3
MOUNT HOREB AREA SCHOOL DIST,984057,50,40,5
MOUNT IDA PUBLIC SCH DIST 20,882553,80,80,2
MOUNT IDA SCHOOL DISTRICT,882553,80,80,2
MOUNT LAUREL SCHOOL DIST,941445,40,40,8
MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,946931,80,80,3
MOUNT MORRIS CENTRAL SCH DIST,946638,80,80,2
MOUNT MORRIS CONS SCHOOL DIST,919857,90,90,6
MOUNT OLIVE C U SCHOOL DIST 5,901450,70,70,2
MOUNT OLIVE TWP SCHOOL DIST,941446,40,40,6
MOUNT PLEASANT COMM SCH DIST,894377,70,70,7
MOUNT PLEASANT CTRL SCH DIST,946641,80,40,4
MOUNT PLEASANT ELEM SCH DIST,883712,80,80,4
MOUNT PLEASANT PUB SCHOOLS,919858,60,60,10
MOUNT PLEASANT SCH DIST 29 93,983137,50,50,1
MOUNT PLEASANT SCHOOL DIST 4,933723,70,70,2
MOUNT PROSPECT SCHOOL DIST 57,901452,40,40,4
MOUNT PULASKI COMM UNIT S D 23,901453,70,70,2
MOUNT SHASTA UN ELEM SCH DIST,883702,70,70,3
MOUNT VERNON CITY SCH DIST 80,901455,90,90,3
MOUNT VERNON CITY SCH DISTRICT,950377,80,80,8
MOUNT VERNON COMM SCHOOL DIST,894378,50,50,3
MOUNT VERNON PUBLIC SCHOOLS,946640,80,80,16
MOUNT VERNON SCHOOL DIST 320,983141,80,80,12
MOUNT VERNON SCHOOL DIST R 5,924408,80,80,4
MOUNT VERNON SCHOOL DISTRICT 17-3,965963,70,70,3
MOUNT VERNON TWP H S DIST 201,928413,80,80,
MOUNT ZION COMM SCHOOL DIST 3,901459,50,50,5
MOYERS SCHOOL DISTRICT 22,951523,90,90,2
MSAD 58,917543,80,80,5
M.S.A.D. #6,917490,70,70,8
MSAD 70,917555,80,80,2
MSAD 72,917556,80,80,4
M S D BLUFFTON-HARRISON,901965,70,70,3
MSD DECATUR TWP,902008,80,80,9
MSD LAWRENCE TOWNSHIP,902082,80,80,17
M S D MOUNT VERNON,902113,70,70,5
MSD NORTH POSEY CO. SCHOOLS,902135,60,60,4
M S D OF BOONE TOWNSHIP,901966,60,60,3
MSD OF MARTINSVILLE,902098,80,80,11
MSD OF NEW DURHAM TOWNSHIP,902119,70,70,2
MSD OF WARREN TOWNSHIP,902252,90,90,17
MSD PIKE TOWNSHIP,902158,80,80,13
MSD SOUTHWEST ALLEN CO.,901802,40,40,9
MSD STEUBEN COUNTY,902223,70,70,6
MSD WARREN COUNTY,902090,70,70,4
MSD WASHINGTON TOWNSHIP,902256,80,80,12
MSD WAYNE TOWNSHIP,902257,90,90,18
Mt Angel School District 91,952273,80,80,3
MT ANGEL SCHOOL DISTRICT 91,952273,80,80,3
MT CARMEL AREA SCH DISTRICT,953938,80,80,3
MT LEBANON SCHOOL DISTRICT,953942,40,40,10
MT PLEASANT AREA SCH DIST,953943,60,60,6
MT PLEASANT I.S.D.,969755,90,90,10
MT UNION AREA SCHOOL DIST,953939,80,80,5
MT VERNON COMM SCHOOL CORP,902112,60,60,5
mt VERNON-ENOLA SCHOOL DIST,882558,80,80,2
MT. VERNON/ENOLA SCHOOL DISTRICT,882558,80,80,2
MT VERNON INDEP SCHOOL DIST,969757,80,80,4
MT VIEW-BIRCH TREE SCH DIST R3,924406,80,80,4
MUENSTER INDEP SCHOOL DISTRICT,969758,50,50,2
MUHLENBERG COUNTY SCHOOL DIST,904369,80,80,12
MUHLENBERG SCHOOL DISTRICT,953944,60,60,4
MUKILTEO SCHOOL DISTRICT 6,983142,80,60,21
MUKWONAGO AREA SCHOOL DISTRICT,984059,50,50,7
MULBERRY ELEMENTARY SCH DIST,883713,80,80,1
MULBERRY GROVE C U SCH DIST 1,901460,80,70,3
MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOL DISTRICT,882578,90,90,4
MULBERRY SCHOOL DISTRICT,882578,90,90,4
MULDROW INDEP SCHOOL DIST 3,951526,80,80,3
MULESHOE INDEP SCHOOL DISTRICT,969759,90,90,5
MULHALL-ORLANDO SCH DIST I 3,951527,80,80,2
MULLAN SCHOOL DISTRICT 392,895468,70,70,2
MULLEN PUBLIC SCHOOLS,936126,70,70,2
MULLICA TOWNSHIP SCHOOL DIST,941449,60,60,2
MULLIN INDEP SCHOOL DISTRICT,969760,90,90,2
MULVANE UNIF SCH DISTRICT 263,903598,60,60,4
MUMFORD INDEP SCHOOL DISTRICT,969761,90,90,2
MUNCIE COMM SCHOOL CORPORATION,902114,90,90,15
MUNDAY INDEP SCHOOL DISTRICT,969762,80,80,2
MUNDELEIN CONS H S DIST 120,901464,60,60,1
MUNDELEIN ELEM SCHOOL DIST 75,901462,50,50,3
MUNICH PUBLIC SCHOOL,933724,50,50,2
MUNISING PUBLIC SCH DISTRICT,919859,80,80,2
MUPU ELEMENTARY SCHOOL DIST,883714,80,80,1
MURCHISON INDEP SCHOOL DIST,969763,80,80,2
MURFREESBORO CITY SCHOOL DIST,967172,80,80,11
MUROC JT UNIFIED SCHOOL DIST,883715,60,60,4
MURPHY ELEM SCHOOL DISTRICT 21,883238,90,90,4
MURPHYSBORO COMMUNITY UNIT SCHOOL DIST,901465,90,90,4
MURRAY CITY SCHOOL DISTRICT,972217,60,60,11
MURRAY COMMUNITY SCHOOL DIST,894379,80,80,2
MURRAY COUNTY CENTRAL ISD 2169,922264,60,60,2
MURRAY COUNTY SCHOOL DISTRICT,889974,90,90,11
MURRAY INDEP SCHOOL DISTRICT,904523,70,70,4
MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,881583,50,50,20
MURTAUGH JOINT SCHOOL DIST 418,895469,90,90,1
MUSCATINE COMM SCHOOL DISTRICT,894380,80,80,11
MUSCLE SHOALS CITY SCHOOLS,882146,50,50,7
MUSCOGEE COUNTY SCHOOL DIST,889975,80,80,56
MUSKEGON HEIGHTS PUBLIC SCH ACADEMY SYSTEM,919861,90,90,2
MUSKEGO-NORWAY SCHOOL DISTRICT,984061,50,40,8
MUSKEGON PUBLIC SCHOOL DIST,919860,90,90,15
MUSKOGEE INDEP SCHOOL DIST 20,951529,90,90,12
MUSTANG PUBLIC SCHOOLS,951531,50,50,10
MYRTLE POINT SCHOOL DIST 41,952135,80,80,2
